vehicle_length_m,footway_length_m,footway_ratio,signal_count,crossing_count,vehicle_intersection_count,vehicle_footway_intersection_count,signal_nearest_m,crossing_nearest_m,primary_ratio,secondary_ratio,tertiary_ratio,residential_ratio,service_ratio,unclassified_ratio,trunk_ratio,cell_id,accident_count
786.5817723103521,79.11153477638612,0.10044866140605863,0,0,1,0,1784.3970214549595,1364.341974625614,0.0,0.7852744375301627,0.21345585304389847,0.0,0.0,0.0,0.0,500m_25062_7940,0
899.7179969450538,352.6749090621005,0.39154864259208827,0,0,0,2,1608.9971717048459,1786.769024427826,0.0,0.9988897745982742,0.0,0.0,0.0,0.0,0.0,500m_25062_7941,0
948.2215470221795,412.1813194268756,0.4342308923769559,0,0,5,3,1579.6925949637177,2241.7438980709903,0.0,0.09080529074498607,0.0,0.6814694103315402,0.0,0.0,0.22667180408537513,500m_25062_7942,1
932.8143638255083,0.0,0.0,1,0,3,0,224.0424289596515,2712.940378515653,0.0,0.0,0.4115912892736159,0.0,0.0,0.0,0.5873378340738734,500m_25062_7943,0
0.0,672.0489444777513,672.0489444777513,0,0,0,0,3522.295217000849,984.0301428787283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25063_7936,0
243.35005133242686,163.6320322786943,0.6696623609711485,0,0,0,0,3131.170546106342,540.7702725893938,0.0,0.9959075105794042,0.0,0.0,0.0,0.0,0.0,500m_25063_7937,0
1433.3407189378374,502.5901823783049,0.3503980440229603,0,0,4,2,2775.545352185569,343.95826884747055,0.0,0.5410607349607701,0.0,0.4582420806207744,0.0,0.0,0.0,500m_25063_7938,0
1890.402026603949,508.37119911740297,0.268780085865824,0,0,10,1,1954.0056509205358,667.7871899574502,0.0,0.20726818503151123,0.18194143236211532,0.3840307691900893,0.0,0.2262309050899027,0.0,500m_25063_7939,0
354.1987040254204,2625.5184745948955,7.391689341318643,0,0,1,1,1491.545058726787,1129.305011413449,0.0,0.22075534207338243,0.571818990916936,0.20461034142243364,0.0,0.0,0.0,500m_25063_7940,0
0.0,815.9184202982542,815.9184202982542,0,0,0,0,1064.4401705414,1614.4588950807813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25063_7941,0
79.82462154616049,232.17950998337773,2.8726334320139757,0,0,0,1,736.9645359032662,2106.984308526537,0.0,0.0,0.0,0.9876275325405777,0.0,0.0,0.0,500m_25063_7942,0
521.7415998544017,442.3941883099126,0.8462961211296975,0,0,4,1,674.5059034310135,2602.6997264806373,0.0,0.0,0.0,0.0,0.0,0.0,0.9980870089537957,500m_25063_7943,0
0.0,0.0,0.0,0,0,0,0,2144.4369200049396,3293.6624003235324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7944,0
0.0,0.0,0.0,0,0,0,0,1786.9195445206226,2924.791262758836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7945,0
1642.3163298707686,0.0,0.0,0,0,5,0,1513.046874174531,2600.452551737298,0.0,0.0,0.0,0.4769970474991125,0.0,0.0,0.5223944269347361,500m_25072_7946,0
0.0,1095.1043896261865,1095.1043896261865,0,0,0,0,1373.7895975945012,2339.2436035361447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7947,0
0.0,372.69070460632565,372.69070460632565,0,0,0,0,1409.6249514033757,2160.8325833832164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7948,0
757.4783422125075,381.5733335441137,0.5030774279342652,0,0,1,1,1608.8955152306587,2084.529499346071,0.0,0.0,0.0,0.0,0.08628687385683306,0.912394696935178,0.0,500m_25072_7949,0
0.0,860.1336912218102,860.1336912218102,0,0,0,0,1921.4069543929775,2126.7549538739277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7950,0
0.0,726.0467088625379,726.0467088625379,0,0,0,0,2301.482613447271,2280.935697024472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25072_7951,0
